mCode,mTitle,mUPC,mBrand,mIngredients,mNutrients,CurrUPC,ProductName,BrandName,ProductDesc,ProductScore,Subcatecory,Category
200,ORGANIC CRACKERS,897580000106,Mary's Gone Crackers,"WHOLE GRAIN BROWN RICE*, WHOLE GRAIN QUINOA*, BROWN FLAX SEEDS*, BROWN SESAME SEEDS*, FILTERED WATER, SEA SALT, WHEAT FREE TAMARI* (WATER, WHOLE SOYBEANS*, SALT, VINEGAR*).","['Calcium, Ca: 133.0mg', 'Iron, Fe: 3.6mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Cholesterol: 0.0mg', 'Protein: 10.0g', 'Total lipid (fat): 16.67g', 'Carbohydrate, by difference: 70.0g', 'Energy: 467.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fiber, total dietary: 10.0g', 'Potassium, K: 533.0mg', 'Sodium, Na: 633.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 1.67g', 'Fatty acids, total monounsaturated: 5.0g', 'Fatty acids, total polyunsaturated: 8.33g']",897580000106,Crackers,Mary's Gone Crackers,Organic Original Seed Crackers,68,"Crackers, Pretzels, & Rice Snacks",Snacks
200,NUT BUTTER FILLED ENERGY BAR,722252268037,Clif Bar and Company,"ORGANIC PEANUT BUTTER, ORGANIC OAT FLOUR, ORGANIC ROLLED OATS, ORGANIC BROWN RICE SYRUP, ORGANIC DATE PASTE, ORGANIC CANE SYRUP, ORGANIC TAPIOCA SYRUP, ORGANIC PEA PROTEIN, ORGANIC RICE STARCH, ORGANIC HIGH OLEIC SUNFLOWER OIL, ORGANIC PALM OIL, ORGANIC PEANUT FLOUR, ORGANIC DRIED CANE SYRUP, ORGANIC RICE FLOUR, ORGANIC BROWN RICE PROTEIN, NATURAL FLAVORS, VEGETABLE GLYCERIN, ORGANIC PEANUTS, SEA SALT, SUNFLOWER LECITHIN, MIXED TOCOPHEROLS (ANTIOXIDANT).","['Calcium, Ca: 40.0mg', 'Iron, Fe: 2.16mg', 'Magnesium, Mg: 64.0mg', 'Phosphorus, P: 200.0mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 0.0mg', 'Cholesterol: 0.0mg', 'Protein: 14.0g', 'Total lipid (fat): 22.0g', 'Carbohydrate, by difference: 54.0g', 'Energy: 460.0kcal', 'Sugars, total including NLEA: 18.0g', 'Fiber, total dietary: 6.0g', 'Fiber, insoluble: 2.0g', 'Potassium, K: 300.0mg', 'Sodium, Na: 320.0mg', 'Fatty acids, total trans: 0.0g', 'Fatty acids, total saturated: 5.0g']",722252268037,Energy Bar,Clif Bar,Organic Nut Butter Filled Peanut Butter Energy Bar,39,Snack Bars & Meal Substitutes,Snacks
200,"MRS DASH, SEASONING BLEND, GARLIC, HERB",605021600453,"Up Country Naturals Of Vermont, Inc.","GARLIC, ONION, SPICES (BLACK PEPPER, PARSLEY, FENNEL, BASIL, BAY, MARJORAM, OREGANO, SAVORY, THYME, CAYENNE PEPPER, CORIANDER, CUMIN, MUSTARD, ROSEMARY, CELERY SEED), CARROT, ORANGE PEEL, SPICE EXTRACTIVES.","['Total lipid (fat): 0.0g', 'Carbohydrate, by difference: 0.0g', 'Sodium, Na: 0.0mg', 'Protein: 0.0g', 'Energy: 0.0kcal', 'Potassium, K: 1429.0mg']",605021600453,Seasoning,Mr Dash,"Seasoning, Garlic & Herb",70,Seasoning Mixes,Seasonings
200,Clif Z bar,3000,NA,No Ingredient data,No Nutrient data,000000003000,APPLES,,APPLES,100,Fresh,Produce
200,"Babyfood, meat, chicken, strained",3012,NA,No Ingredient data,No Nutrient data,000000003012,PEARS,,PEARS,100,Fresh,Produce
200,"Babyfood, dinner, beef lasagna, toddler",3043,NA,No Ingredient data,No Nutrient data,000000003043,GRAPES,,GRAPES,100,Fresh,Produce
200,"Babyfood, dinner, macaroni and tomato and beef, strained",3044,NA,No Ingredient data,No Nutrient data,000000003044,APRICOTS,,APRICOTS,100,Fresh,Produce
200,"Babyfood, macaroni and cheese, toddler",3048,NA,No Ingredient data,No Nutrient data,000000003048,BEANS,,BEANS,100,Fresh,Produce
200,"Babyfood, dinner, spaghetti and tomato and meat, junior",3050,NA,No Ingredient data,No Nutrient data,000000003050,CABBAGE,,CABBAGE,100,Fresh,Produce
200,"Babyfood, dinner, vegetables and beef, strained",3053,NA,No Ingredient data,No Nutrient data,000000003053,PARSNIP,,PARSNIP,100,Fresh,Produce
200,"Babyfood, dinner, vegetables and beef, junior",3054,NA,No Ingredient data,No Nutrient data,000000003054,"PEPPERS, Bell, Green",,"PEPPERS, Bell, Green",100,Fresh,Produce
200,"Babyfood, dinner, beef with vegetables",3055,NA,No Ingredient data,No Nutrient data,000000003055,"PEPPERS, Bell, Red",,"PEPPERS, Bell, Red",100,Fresh,Produce
200,"Babyfood, dinner, vegetables and noodles and turkey, strained",3079,NA,No Ingredient data,No Nutrient data,000000003079,ASPARAGUS,,ASPARAGUS,100,Fresh,Produce
200,"Babyfood, dinner, turkey and rice, strained",3082,NA,No Ingredient data,No Nutrient data,000000003082,BROCCOLI,,BROCCOLI,100,Fresh,Produce
200,"Babyfood, dinner, turkey and rice, junior",3083,NA,No Ingredient data,No Nutrient data,000000003083,BRUSSELS SPROUTS,,BRUSSELS SPROUTS,100,Fresh,Produce
200,"Babyfood, dinner, vegetables and turkey, junior",3085,NA,No Ingredient data,No Nutrient data,000000003085,CORN,,CORN,100,Fresh,Produce
200,"Babyfood, dinner, macaroni and cheese, strained",3089,NA,No Ingredient data,No Nutrient data,000000003089,EGGPLANT (AUBERGINE),,EGGPLANT (AUBERGINE),100,Fresh,Produce
200,"Babyfood, vegetables, beets, strained",3098,NA,No Ingredient data,No Nutrient data,000000003098,BOSTON LETTUCE,,BOSTON LETTUCE,100,Fresh,Produce
200,"Babyfood, cereal, Oatmeal, dry, GERBER, SINGLE GRAIN, fortified",3113,NA,No Ingredient data,No Nutrient data,000000003113,PEACHES,,PEACHES,100,Fresh,Produce
200,"Babyfood, vegetable, butternut squash and corn",3114,NA,No Ingredient data,No Nutrient data,000000003114,MANGO,,MANGO,100,Fresh,Produce
200,"Babyfood, vegetables, spinach, creamed, strained",3127,NA,No Ingredient data,No Nutrient data,000000003127,POMEGRANATE,,POMEGRANATE,100,Fresh,Produce
200,"Babyfood, fruit, apricot with tapioca, junior",3128,NA,No Ingredient data,No Nutrient data,000000003128,"POTATO, Red",,"POTATO, Red",100,Fresh,Produce
200,"Babyfood, fruit, peaches, strained",3130,NA,No Ingredient data,No Nutrient data,000000003130,PUMPKIN,,PUMPKIN,100,Fresh,Produce
200,"Babyfood, fruit, applesauce and apricots, junior",3143,NA,No Ingredient data,No Nutrient data,000000003143,"SQUASH, Acorn",,"SQUASH, Acorn",100,Fresh,Produce
200,"Babyfood, fruit, bananas with apples and pears, strained",3163,NA,No Ingredient data,No Nutrient data,000000003163,BOK CHOY (PAK CHOY),,BOK CHOY (PAK CHOY),100,Fresh,Produce
200,"Babyfood, dinner, mixed vegetable, junior",3279,NA,No Ingredient data,No Nutrient data,000000003279,KIWIFRUIT,,KIWIFRUIT,100,Fresh,Produce
200,"Babyfood, vegetables, mix vegetables strained",3286,NA,No Ingredient data,No Nutrient data,000000003286,Sweet ONIONS,,Sweet ONIONS,100,Fresh,Produce
200,"Babyfood, dinner, beef noodle, junior",3287,NA,No Ingredient data,No Nutrient data,000000003287,Plantain,,Plantain,100,Fresh,Produce
200,"Infant formula, MEAD JOHNSON, Pregestimil 24 Calories, ready to feed, with ARA and DHA",3391,NA,No Ingredient data,No Nutrient data,000000003391,ARTICHOKES,,ARTICHOKES,100,Fresh,Produce
200,"Salad dressing, KRAFT Mayo Light Mayonnaise",4011,NA,No Ingredient data,No Nutrient data,000000004011,BANANAS,,BANANAS,100,Fresh,Produce
200,"Salad dressing, mayonnaise, imitation, soybean",4027,NA,No Ingredient data,No Nutrient data,000000004027,RUBY RED GRAPEFRUIT,,RUBY RED GRAPEFRUIT,100,Fresh,Produce
200,"Oil, soybean, salad or cooking, (partially hydrogenated)",4034,NA,No Ingredient data,No Nutrient data,000000004034,HONEYDEW MELON,,HONEYDEW MELON,100,Fresh,Produce
200,"Oil, tomatoseed",4515,NA,No Ingredient data,No Nutrient data,000000004515,FENNEL,,FENNEL,100,Fresh,Produce
200,"Shortening cake mix, soybean (hydrogenated) and cottonseed (hydrogenated)",4548,NA,No Ingredient data,No Nutrient data,000000004548,BROCCOLI Florettes,,BROCCOLI Florettes,100,Fresh,Produce
200,"Shortening industrial, soybean (hydrogenated) and cottonseed",4554,NA,No Ingredient data,No Nutrient data,000000004554,RED CABBAGE,,RED CABBAGE,100,Fresh,Produce
200,"Shortening, special purpose for cakes and frostings, soybean (hydrogenated)",4586,NA,No Ingredient data,No Nutrient data,000000004586,CHARD (SWISS CHARD)/SILVERBEET,,CHARD (SWISS CHARD)/SILVERBEET,100,Fresh,Produce
200,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt",4612,NA,No Ingredient data,No Nutrient data,000000004612,GINGER ROOT,,GINGER ROOT,100,Fresh,Produce
200,"Margarine-like, vegetable oil spread, 60% fat, stick/tub/bottle, with salt",4614,NA,No Ingredient data,No Nutrient data,000000004614,COLLARD GREENS,,COLLARD GREENS,100,Fresh,Produce
200,"Oil, industrial, palm and palm kernel, filling fat (non-hydrogenated)",4662,NA,No Ingredient data,No Nutrient data,000000004662,Shallots ONIONS,,Shallots ONIONS,100,Fresh,Produce
200,"Margarine-like spread, SMART BALANCE Regular Buttery Spread with flax oil",4673,NA,No Ingredient data,No Nutrient data,000000004673,PEAS,,PEAS,100,Fresh,Produce
200,"Oil, cooking and salad, ENOVA, 80% diglycerides",4685,NA,No Ingredient data,No Nutrient data,000000004685,"Pepper, Hot Chili",,"Pepper, Hot Chili",100,Fresh,Produce
200,"Margarine-like, vegetable oil spread, 60% fat, stick, with salt, with added vitamin D",4693,NA,No Ingredient data,No Nutrient data,000000004693,"PEPPERS, Jalapeno",,"PEPPERS, Jalapeno",100,Fresh,Produce
200,"Salad dressing, mayonnaise-type, light",4709,NA,No Ingredient data,No Nutrient data,000000004709,PEPPERS Serrano,,PEPPERS Serrano,100,Fresh,Produce
200,VEGGIE SPIRALS,190569123583,GREEN GIANT,ZUCCHINI.,"['Total lipid (fat): 0.0g', 'Iron, Fe: 0.0mg', 'Sodium, Na: 0.0mg', 'Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 1.18g', 'Carbohydrate, by difference: 2.35g', 'Energy: 18.0kcal', 'Sugars, total including NLEA: 1.18g', 'Fiber, total dietary: 1.2g', 'Calcium, Ca: 18.0mg', 'Potassium, K: 264.0mg', 'Fatty acids, total trans: 0.0g']",190569123583,Zucchini ,Green Giant,Spiral Veggie Zucchini,95,Packaged,Produce
200,FRESH LEMONS,688267001932,"Ahold Usa, Inc.",,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 34.0mg', 'Iron, Fe: 0.0mg', 'Sodium, Na: 0.0mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 41.4mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 0.0g', 'Carbohydrate, by difference: 8.62g', 'Energy: 26.0kcal', 'Sugars, total including NLEA: 3.45g', 'Fiber, total dietary: 3.4g', 'Potassium, K: 129.0mg', 'Fatty acids, total trans: 0.0g']",688267001932,Lemons,Stop & Shop,Fresh Lemons,100,Fresh,Produce
200,SPRING MIX BLENDS SALAD,688267011191,"Ahold Usa, Inc.","BABY LETTUCES (GREEN ROMAINE, RED ROMAINE, RED OAK, GREEN OAK, TANGO, LOLLA ROSSA, RED LEAF, GREEN LEAF), BABY GREENS (MIZUNA, ARUGULA, TATSOI, MACHE, CHARD, BABY SPINACH, KALE, ENDIVE), RADICCHIO.","['Total lipid (fat): 0.0g', 'Calcium, Ca: 47.0mg', 'Iron, Fe: 0.85mg', 'Vitamin A, IU: 4706.0IU', 'Vitamin C, total ascorbic acid: 5.6mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 2.35g', 'Carbohydrate, by difference: 3.53g', 'Energy: 24.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fiber, total dietary: 2.4g', 'Sodium, Na: 112.0mg', 'Fatty acids, total trans: 0.0g']",688267011191,Premium Salad Spring Mix,Stop & Shop Brand,Premium Salad Spring Mix,100,Fresh,Produce
200,BUTTER LETTUCE AND LEAF LETTUCE,688267011436,"Ahold USA, Inc.","BUTTER LETTUCE, LEAF LETTUCE.","['Total lipid (fat): 0.0g', 'Calcium, Ca: 24.0mg', 'Iron, Fe: 1.27mg', 'Vitamin A, IU: 4118.0IU', 'Vitamin C, total ascorbic acid: 4.2mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 1.18g', 'Carbohydrate, by difference: 2.35g', 'Energy: 12.0kcal', 'Sugars, total including NLEA: 1.18g', 'Fiber, total dietary: 1.2g', 'Sodium, Na: 12.0mg', 'Fatty acids, total trans: 0.0g']",688267011436,Premium Salad Butter Lettuce Blend,Stop & Shop Brand,Premium Salad Butter Lettuce Blend,100,Fresh,Produce
200,SALAD BLENDS,688267011535,"Ahold USA, Inc.","ICEBERG LETTUCE, ROMAINE LETTUCE, CARROTS, RED CABBAGE, RADISHES.","['Total lipid (fat): 0.0g', 'Calcium, Ca: 24.0mg', 'Iron, Fe: 0.42mg', 'Vitamin A, IU: 2647.0IU', 'Vitamin C, total ascorbic acid: 5.6mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 1.18g', 'Carbohydrate, by difference: 3.53g', 'Energy: 18.0kcal', 'Sugars, total including NLEA: 2.35g', 'Fiber, total dietary: 1.2g', 'Sodium, Na: 12.0mg', 'Fatty acids, total trans: 0.0g']",688267011535,Premium Salad American Blend,Stop & Shop Brand,Premium Salad American Blend,100,Fresh,Produce
200,SALADS BLENDS,688267011627,"Ahold USA, Inc.","ROMAINE LETTUCE, RADICCHIO.","['Total lipid (fat): 0.0g', 'Calcium, Ca: 24.0mg', 'Iron, Fe: 0.85mg', 'Vitamin A, IU: 8235.0IU', 'Vitamin C, total ascorbic acid: 4.2mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 1.18g', 'Carbohydrate, by difference: 3.53g', 'Energy: 18.0kcal', 'Sugars, total including NLEA: 1.18g', 'Fiber, total dietary: 2.4g', 'Sodium, Na: 6.0mg', 'Fatty acids, total trans: 0.0g']",688267011627,Premium Salad Italian House Blend,Stop & Shop Brand,Premium Salad Italian House Blend,100,Fresh,Produce
200,CELERY HEARTS,688267043505,"Ahold Usa, Inc.",CELERY.,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 36.0mg', 'Iron, Fe: 0.33mg', 'Vitamin A, IU: 455.0IU', 'Vitamin C, total ascorbic acid: 8.2mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 0.0g', 'Carbohydrate, by difference: 3.64g', 'Energy: 14.0kcal', 'Sugars, total including NLEA: 1.82g', 'Fiber, total dietary: 1.8g', 'Potassium, K: 236.0mg', 'Sodium, Na: 105.0mg', 'Fatty acids, total trans: 0.0g']",688267043505,Celery,Stop and Shop,Celery Hearts,100,Fresh,Produce
200,YELLOW ONION,688267083532,"Ahold USA, Inc.",,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 27.0mg', 'Iron, Fe: 0.49mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 8.1mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 0.68g', 'Carbohydrate, by difference: 7.43g', 'Energy: 30.0kcal', 'Sugars, total including NLEA: 6.08g', 'Fiber, total dietary: 2.0g', 'Sodium, Na: 3.0mg', 'Fatty acids, total trans: 0.0g']",688267083532,Onion,Stop and Shop,Fresh Onions,100,Fresh,Produce
200,MANDARINS,688267108853,"Ahold Usa, Inc.",,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 26.0mg', 'Iron, Fe: 0.0mg', 'Sodium, Na: 0.0mg', 'Vitamin A, IU: 658.0IU', 'Vitamin C, total ascorbic acid: 27.6mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Carbohydrate, by difference: 13.16g', 'Energy: 53.0kcal', 'Sugars, total including NLEA: 10.53g', 'Fiber, total dietary: 1.3g', 'Potassium, K: 164.0mg', 'Fatty acids, total trans: 0.0g', 'Protein: 1.32g']",688267108853,Mandarins,Stop & Shop,Fresh Mandarins,100,Fresh,Produce
200,MINI CUCUMBERS,688267139994,"Ahold USA, Inc.",,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 24.0mg', 'Iron, Fe: 0.85mg', 'Vitamin A, IU: 235.0IU', 'Vitamin C, total ascorbic acid: 5.6mg', 'Carbohydrate, by difference: 2.35g', 'Energy: 12.0kcal', 'Sugars, total including NLEA: 1.18g', 'Sodium, Na: 35.0mg', 'Protein: 1.18g', 'Fiber, total dietary: 1.2g']",688267139994,Cucumbers,Stop & Shop,Mini Cucumbers,100,Fresh,Produce
200,"AHOLD, ROMAINE HEARTS",688267147487,"Ahold USA, Inc.",ROMAINE LETTUCE.,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 24.0mg', 'Iron, Fe: 0.85mg', 'Vitamin A, IU: 8824.0IU', 'Vitamin C, total ascorbic acid: 4.2mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 1.18g', 'Carbohydrate, by difference: 3.53g', 'Energy: 18.0kcal', 'Sugars, total including NLEA: 1.18g', 'Fiber, total dietary: 2.4g', 'Potassium, K: 247.0mg', 'Sodium, Na: 6.0mg', 'Fatty acids, total trans: 0.0g']",688267147487,Romaine Hearts,Stop & Shop,Romaine Hearts,100,Fresh,Produce
200,ORGANIC BABY ARUGULA,688267154478,"Ahold Usa, Inc.",ARUGULA.,"['Calcium, Ca: 176.0mg', 'Iron, Fe: 1.27mg', 'Vitamin A, IU: 2353.0IU', 'Vitamin C, total ascorbic acid: 14.1mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 2.35g', 'Total lipid (fat): 0.59g', 'Carbohydrate, by difference: 3.53g', 'Energy: 24.0kcal', 'Sugars, total including NLEA: 2.35g', 'Fiber, total dietary: 1.2g', 'Potassium, K: 365.0mg', 'Sodium, Na: 29.0mg']",688267154478,Arugula,Nature's Promise,Organic Baby Arugula,100,Fresh,Produce
200,ORGANIC BABY SPINACH,688267154539,"Ahold Usa, Inc.",SPINACH.,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 94.0mg', 'Iron, Fe: 3.18mg', 'Vitamin A, IU: 9412.0IU', 'Vitamin C, total ascorbic acid: 28.2mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 2.35g', 'Carbohydrate, by difference: 3.53g', 'Energy: 24.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fiber, total dietary: 2.4g', 'Potassium, K: 553.0mg', 'Sodium, Na: 76.0mg']",688267154539,Spinach,Ahold USA,Baby Spinach,100,Fresh,Produce
200,ORGANIC BABY SPINACH & SPRING MIX,688267154560,"Ahold Usa, Inc.","ORGANIC INGREDIENTS: SPINACH, SPRING MIX (GREEN LEAF†, MIZUNA†, GREEN ROMAINE†, TANGO†, GREEN OAK†, GREEN CHARD†, BABY SPINACH†, ARUGULA†, FRISEE†, TATSOI†, MACHE†, RED CHARD†, RED LEAF†, LOLLA ROSA†, RED ROMAINE†, RED MUSTARD†, RADICCHIO†, RED OAK†, BEET TOPS†).","['Total lipid (fat): 0.0g', 'Calcium, Ca: 94.0mg', 'Iron, Fe: 2.12mg', 'Vitamin A, IU: 7059.0IU', 'Vitamin C, total ascorbic acid: 21.2mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 2.35g', 'Carbohydrate, by difference: 3.53g', 'Energy: 24.0kcal', 'Sugars, total including NLEA: 1.18g', 'Fiber, total dietary: 2.4g', 'Potassium, K: 376.0mg', 'Sodium, Na: 88.0mg']",688267154560,Spinach & Spring Mix,Nature's Promise,Organic Baby Spinach & Spring Mix,100,Fresh,Produce
200,"BABY SPINACH & SPRING MIX, SALAD",688267176524,BLENDS,"BABY SPINACH, BABY LETTUCES (GREEN ROMAINE, RED ROMAINE, RED OAK, GREEN OAK, TANGO, LOLLA ROSSA, RED LEAF, GREEN LEAF), BABY GREENS (MIZUNA, ARUGULA, TATSOI, MACHE, CHARD, KALE, ENDIVE), RADICCHIO. INGREDIENTS MAY VARY,","['Total lipid (fat): 0.0g', 'Calcium, Ca: 71.0mg', 'Iron, Fe: 1.69mg', 'Vitamin A, IU: 7059.0IU', 'Vitamin C, total ascorbic acid: 17.6mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 2.35g', 'Carbohydrate, by difference: 3.53g', 'Energy: 24.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fiber, total dietary: 2.4g', 'Sodium, Na: 94.0mg', 'Fatty acids, total trans: 0.0g']",688267176524,Spring Mix,Stop & Shop,"Baby Spinach, Baby Lettuce, Baby Greens, & Radicchio",100,Fresh,Produce
200,"EAT SMART, BROCCOLI FLORETS",709351000133,"Apio, Inc.",BROCCOLI.,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 47.0mg', 'Iron, Fe: 0.85mg', 'Vitamin A, IU: 2941.0IU', 'Vitamin C, total ascorbic acid: 91.8mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 3.53g', 'Carbohydrate, by difference: 5.88g', 'Energy: 29.0kcal', 'Sugars, total including NLEA: 2.35g', 'Fiber, total dietary: 3.5g', 'Sodium, Na: 29.0mg', 'Fatty acids, total trans: 0.0g']",709351000133,Broccoli Florets  & ,,,100,Fresh,Produce
200,BROCCOLI FLORETS,709351000201,EAT SMART,BROCCOLI.,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 47.0mg', 'Iron, Fe: 0.85mg', 'Vitamin A, IU: 2941.0IU', 'Vitamin C, total ascorbic acid: 91.8mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 3.53g', 'Carbohydrate, by difference: 4.71g', 'Energy: 29.0kcal', 'Sugars, total including NLEA: 2.35g', 'Fiber, total dietary: 3.5g', 'Sodium, Na: 29.0mg', 'Fatty acids, total trans: 0.0g']",709351000201,Broccoli Florets,Eat Smart,,100,Fresh,Produce
200,CARROTS,725439952620,"Delhaize America, Inc.",ORGANIC CARROTS.,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 26.0mg', 'Iron, Fe: 0.46mg', 'Vitamin A, IU: 7051.0IU', 'Vitamin C, total ascorbic acid: 7.7mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 1.28g', 'Carbohydrate, by difference: 8.97g', 'Energy: 38.0kcal', 'Sugars, total including NLEA: 6.41g', 'Fiber, total dietary: 2.6g', 'Potassium, K: 321.0mg', 'Sodium, Na: 77.0mg', 'Fatty acids, total trans: 0.0g']",725439952620,Nature's Place Organic Carrots 2 Lb,Natures Place,Nature's Place Organic Carrots 2 Lb,100,Fresh,Produce
200,ORGANICS SPRING MIX,789707720212,OLIVIA'S,"ORGANIC INGREDIENTS: TANGO, LOLLA ROSA, RED AND GREEN ROMAINE, RED AND GREEN OAK, RED AND GREEN CHARD, SPINACH, MIZUNA, RADICCHIO, FRISSE, BEET GREENS, ARUGULA, TAT-SOI, RED MUSTARD, KALE, COLLARDS.","['Total lipid (fat): 0.0g', 'Calcium, Ca: 71.0mg', 'Iron, Fe: 4.24mg', 'Vitamin A, IU: 6471.0IU', 'Vitamin C, total ascorbic acid: 35.3mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 2.35g', 'Carbohydrate, by difference: 3.53g', 'Energy: 12.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fiber, total dietary: 2.4g', 'Sodium, Na: 71.0mg', 'Fatty acids, total trans: 0.0g']",789707720212,Salad,Olivia's Organics,Spring Salad Mix,100,Fresh,Produce
200,ORGANICS BABY SPINACH,789707720229,OLIVIA'S,ORGANIC INGREDIENTS: BABY SPINACH,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 94.0mg', 'Iron, Fe: 3.18mg', 'Magnesium, Mg: 71.0mg', 'Vitamin A, IU: 6471.0IU', 'Vitamin C, total ascorbic acid: 28.2mg', 'Folate, total: 188.0µg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 3.53g', 'Carbohydrate, by difference: 3.53g', 'Energy: 24.0kcal', 'Sugars, total including NLEA: 0.0g', 'Fiber, total dietary: 2.4g', 'Potassium, K: 553.0mg', 'Sodium, Na: 82.0mg', 'Fatty acids, total trans: 0.0g']",789707720229,Spinach,Olivia's Organics,Organic Baby Spinach,100,Fresh,Produce
200,MINI SWEET PEPPERS,874896005513,Pero Family Farms Food Company LLC,,"['Total lipid (fat): 0.0g', 'Iron, Fe: 0.0mg', 'Sodium, Na: 0.0mg', 'Vitamin D: 0.0IU', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 1.18g', 'Carbohydrate, by difference: 9.41g', 'Energy: 41.0kcal', 'Sugars, total including NLEA: 5.88g', 'Fiber, total dietary: 3.5g', 'Calcium, Ca: 11.0mg', 'Potassium, K: 238.0mg', 'Vitamin C, total ascorbic acid: 112.9mg', 'Fatty acids, total trans: 0.0g']",874896005513,Mini Sweet Peppers,Pero Family Farms,,100,Fresh,Produce
200,FRESH RED ONIONS,888670013229,BJ's Wholesale Club / Corporate Brands,RED ONIONS.,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 27.0mg', 'Iron, Fe: 0.49mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 8.1mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 0.68g', 'Carbohydrate, by difference: 7.43g', 'Energy: 30.0kcal', 'Sugars, total including NLEA: 6.08g', 'Fiber, total dietary: 2.0g', 'Sodium, Na: 3.0mg', 'Fatty acids, total trans: 0.0g']",888670013229,Red Onions,Wellsley Farms,,100,Fresh,Produce
200,FRESH YELLOW ONION,888670013243,BJ's Wholesale Club / Corporate Brands,YELLOW ONIONS.,"['Total lipid (fat): 0.0g', 'Calcium, Ca: 27.0mg', 'Iron, Fe: 0.49mg', 'Vitamin A, IU: 0.0IU', 'Vitamin C, total ascorbic acid: 8.1mg', 'Cholesterol: 0.0mg', 'Fatty acids, total saturated: 0.0g', 'Protein: 0.68g', 'Carbohydrate, by difference: 7.43g', 'Energy: 30.0kcal', 'Sugars, total including NLEA: 6.08g', 'Fiber, total dietary: 2.0g', 'Sodium, Na: 3.0mg', 'Fatty acids, total trans: 0.0g']",888670013243,Yellow Onions,Wellsley Farms,,100,Fresh,Produce
