mCode,mTitle,mUPC,mDesc,mBrand,mCurr,mLowest,mHighest,mImages,CurrUPC,ProductName,BrandName,ProductDesc,ProductScore,Subcatecory,Category
OK,NA,NA,NA,NA,NA,NA,NA,NA,041735075086,Crackers,Price Chopper,Oysters Cracker,31,"Crackers, Pretzels, & Rice Snacks",Snacks
OK,Bundle: 2 Pound (Four-8oz. Bag) Premium Water Pearl Gel Beads; Comos Beads Brand; - Great for Wedding Centerpieces Makes About 24 Gallons (Light Green),011110803320,,Cosmo Beads,NA,29.99,29.99,[],011110803320,Water,Kroger,Purified Drinking Water,100,Unsweetened Water,Coffee tea water
OK,Drake Yodels Frosted Creme Filled Devil's Food Cakes - 10ct/11oz,024300012044,Drake Yodels Frosted Creme Filled Devil's Food Cakes - 10ct/11oz,Drake's,NA,2.99,18.88,"['https://jetimages.jetcdn.net/md5/cce577e653602af9cafda9e6e0882e24.500', 'https://target.scene7.com/is/image/Target/GUEST_e08efd62-ac11-4cc5-9518-7e458f5af9e0?wid=1000&hei=1000']",024300012044,Cakes,Drake's ,"Cakes, Frosted Cr?me Filled ",5,Pastries,Desserts
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110797698,Eggs,Simple Truth,"Eggs, Large Brown Grade AA",90,Eggs & Substitutes,Dairy and eggs
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,021219500000,PORK BLADE BOSTON ROAST,Hannaford,PORK BLADE BOSTON ROAST 1LB LB,65,Pork,Meats
OK,Simply KHFM00318976 Orange High Pulp Juice 52 oz,025000044007,<p>100% Pure Squeezed Pasteurized Orange Juice The taste of 100% orange juice - complete with juicy bits of real orange. </p><b>Features</b><ul><li>Non GMO</li><li>Not from concentrate</li><li>Orange High Pulp Juice</li></ul><b>Specifications</b><ul><li><b>Size:</b> 52 oz</li><li><b>Weight:</b> 8.69 lbs</li></ul>,Simply,,4.29,11.15,"['https://jetimages.jetcdn.net/md5/92d0558d4d272fbb33c12b3d43ca9503.500', 'http://site.unbeatablesale.com/GRNDR38268.JPG']",025000044007,Juice,Simply,High Pulp Orange Juice,70,Fruit Juice,Drinks
OK,NA,NA,NA,NA,NA,NA,NA,NA,888670019603,Organic Whole Carrots,Wellsley Farms,,100,Fresh,Produce
OK,NA,NA,NA,NA,NA,NA,NA,NA,041735041777,Cheese,Price Chopper,Reduced Fat Mozarella Shredded Cheese,75,Cheese & Substitutes,Dairy and eggs
OK,"Yocrunch Lowfat Yogurt, Vanilla With Twix Candy, 6 Oz",046675001133,Our mission will always be to offer an amazing yogurt experience that you and your family can enjoy any time and any place.,YoCrunch,,0.69,2.69,['https://jetimages.jetcdn.net/md5/c16a5ce8aabd33e00cf9dfa919b128fe.500'],046675001133,Yogurt,YoCrunch,Vanilla Lowfat Yogurt with Twix Pieces,72,Yogurts & Dairy Drinks,Dairy and eggs
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110873750,Beans,Kroger,"Black Beans, No Salt Added",85,Beans & Legumes,Legumes and nuts
OK,"Caffeine Free Diet Pepsi Cola, 24 fl oz, 6-Pack",012000009167,"With its light, crisp taste, Diet Pepsi gives you all the refreshment you need - with zero sugar, zero calories and zero carbs. Light. Crisp. Refreshing. Diet Pepsi. Nothing refreshes like a Diet Pepsi",Pepsico,,0,16.69,"['http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/9/41189.jpg', 'https://i5.walmartimages.com/asr/da89cae7-fe62-4af1-ab5a-e0d188e9ae91_1.ca8628e6183995b51f1cd6720d275fd1.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'https://tshop.r10s.com/072/3ed/9431/d5ac/408e/956c/c223/112fe79a022c600c73774e.JPG?_ex=512x512']",012000009167,Cola,Pepsi,"Cola, Diet, Caffeine Free",1,Soda,Drinks
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,060580612402,Carrots,Bolthouse Farms,Premium Sweet Petites,100,Fresh,Produce
OK,NA,NA,NA,NA,NA,NA,NA,NA,077890348147,Seedless Cucumber,Wegmans,Seedless Cucumber,100,Fresh,Produce
OK,"Ghirardelli Triple Chocolate Brownie Mix - Makes 3 Servings, About 48 Brownies",041449701264,,Ghirardelli,NA,11,108.9,[],041449701264,"Ghirardelli Triple Chocolate Brownie Mix, 3-Pk.",,,0,"Cookies, Candy, & Chocolate",Desserts
OK,Marys Gone Crackers 37425 Organic Original Crackers Gluten Free,897580000106,"Mary's Gone Crackers Organic Original. Mary's? &frac12;? &frac12;? &frac12; Gone Crackers? &frac12;? &frac12; Organic Original. Gluten free. Vegan. USDA Organic.Net Wt.6.5 oz (184 g).Conscious eating. Eating whole, real food is joyful, generous and true. It awakens your connection to your body and to the earth. It makes you feel good. It feeds your life while respecting every living thing. And it's why people get passionate about Mary's Gone Crackers? &frac12;? &frac12;.I choose to use ingredients t",Mary's Gone Crackers,,0,148.6,"['http://ct.mywebgrocer.com/legacy/productimagesroot/DJ/6/312626.jpg', 'http://images10.newegg.com/ProductImageCompressAll200/A8UA_1_20150923530084408.jpg', 'http://images.prosperentcdn.com/images/250x250/www.luckyvitamin.com/images/product/xlarge/146665.jpg', 'http://i5.walmartimages.ca/images/Large/000/106/999999-897580000106.jpg', 'https://i5.walmartimages.com/asr/102f8fbe-e5ff-4943-abcc-84a1ca8a12dd_1.2e9cb179982086192be86d80bdefce1b.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff', 'https://tshop.r10s.com/65e/c15/869c/4a51/c034/d059/04cf/1198e7a8892c600c737952.gif?_ex=512x512', 'http://c.shld.net/rpx/i/s/pi/mp/10140351/9469539219?src=http%3A%2F%2Fwww.bangallawebservices.com%2Fimages%2F681130.jpg&d=09fc78d0888f92b46359a321b4d576cfffa26b7a', 'http://site.unbeatablesale.com/img434/spdsp35471.gif', 'https://images10.newegg.com/ProductImageCompressAll200/A8UA_1_20150923530084408.jpg', 'http://images.prosperentcdn.com/images/250x250/www.vitacost.com/Images/Products/200/Marys-Gone-Crackers/Marys-Gone-Crackers-Organic-Seed-Crackers-Original-897580000106.jpg']",897580000106,Crackers,Mary's Gone Crackers,Organic Original Seed Crackers,68,"Crackers, Pretzels, & Rice Snacks",Snacks
OK,NA,NA,NA,NA,NA,NA,NA,NA,605049040538,Lemons,Sunkist,Fresh Lemons,100,Fresh,Produce
OK,McCormick Premium Black & White Peppercorn Grinder 1.26 oz. Bottle,052100037905,"Bold combination of both black and white peppercornsWoody, black pepper heatEarthy taste and aroma from white pepperEasy-twist motion to add fresh-cracked white and black peppercorns to your favorite dishesCrack over pasta, soup, salad, grilled meats and more",McCormick & Company,,1.98,19.26,"['https://jetimages.jetcdn.net/md5/331f58164d1b4218154a459a63b3b333.500', 'https://i5.walmartimages.com/asr/68d17f7d-f51e-4e73-bee8-2befbc9138d8_1.7bfb934a0aa0792ae42a1550759e2a07.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",052100037905,Peppercorn,Mccormick,Premium Black & white Peppercorn Grinder,100,Spices,Seasonings
OK,NA,NA,NA,NA,NA,NA,NA,NA,725439950046,Bacon,Nature's Place,Applewood Smoked Uncured Bacon,29,Pork,Meats
OK,NA,NA,NA,NA,NA,NA,NA,NA,011110609038,Eggs,Kroger,"Large Eggs Grade A, One Dozen",90,Eggs & Substitutes,Dairy and eggs
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,000000004889,CILANTRO (CHINESE PARSLEY/CORIANDER),,CILANTRO (CHINESE PARSLEY/CORIANDER),100,Fresh,Produce
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,000000003080,AVOCADOS,,AVOCADOS,100,Fresh,Produce
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,064420940594,Frosting,Duncan Hines,"Frosting, Whipped Fluffy, White",0,"Cookies, Candy, & Chocolate",Desserts
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,00688267040092A,Eggs,Stop & Shop,"Eggs, Jumbo, Brown",90,Eggs & Substitutes,Dairy and eggs
OK,"HERSHEY'S Hershey-Ets Holiday Candy Filled Cane, 1.4 oz",034000109715,"HERSHEY'S HERSHEY-ETS Holiday Candy Filled Cane, 1.4 oz: Give the delicious gift of candy coated milk chocolate this holiday season! Candy cane shaped packaging makes for the perfect stocking stufferFestive red and green colorsA kosher candy",The Hershey Company,,0.29,49,"['http://d2ul0w83gls0j4.cloudfront.net/products/10/600/1000721.jpg', 'https://target.scene7.com/is/image/Target/GUEST_037c1fc0-7456-421f-918d-1f69bdc246b9?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/cc156eb4-cc39-493c-8a43-f0002200b982_1.a01a4e620595db088f8dd87b09fcfb81.png?odnHeight=450&odnWidth=450&odnBg=ffffff']",034000109715,Chocolate,Hershey's,Chocolate Candy Filled Cane,0,"Cookies, Candy, & Chocolate",Desserts
OK,"Jimmy Dean Simple Scrambles, Sausage and Cheddar Cheese, 5.35 Oz",077900650475,"Wake up and enjoy a fresh made breakfast with Jimmy Dean? Sausage Simple Scrambles. Made with two real eggs, premium pork sausage, and cheddar cheese, our Simple Scrambles are packed with 22 grams of protein per serving for a hearty breakfast that?s ready in seconds. Simply combine, heat, and eat for a fresh made breakfast at home or on-the-go. Includes one 5.35 oz. microwave-safe cup. Can breakfast make the world a brighter place? At Jimmy Dean? we believe that when you have a good breakfast, y",Jimmy Dean,,2.5,4.16,['https://jetimages.jetcdn.net/md5/3f0fb7dbae50a163020f1163417c51f9.500'],077900650475,Egg & Sausage,Jimmy Dean,"Real Eggs, Sausage & Cheddar Cheese",13,Meals & Entrees,Prepared meals
OK,"McCormick Taco Seasoning Mix Mild, 1.0 OZ",052100034935,"MC &reg; McCormick &reg; Mild Taco Seasoning Mix. With natural spices. No MSG. No artificial flavors. No dairy ingredients. Per 2 tsp. mix: 15 Calories.0g sat fat, 0% DV.460mg sodium, 19% DV.1g sugars.","McCormick & Co., Inc.",,0.49,23.63,"['https://jetimages.jetcdn.net/md5/ef73e0bae929ae7536625e0586628bff.500', 'https://target.scene7.com/is/image/Target/GUEST_7ca4e510-3c31-43ee-bd53-53f48cb61cf3?wid=1000&hei=1000', 'https://i5.walmartimages.com/asr/2c8210ea-de48-4a63-82a8-1d6600459205_1.6ad078a326b6bae36bbe966f525d97e9.jpeg?odnHeight=450&odnWidth=450&odnBg=ffffff']",052100034935,Seasoning,McCormick,Taco Seasoning Mix,34,Seasoning Mixes,Seasonings
INVALID_UPC,NA,NA,NA,NA,NA,NA,NA,NA,007047049646,Yogurt,Yoplait,Vanilla French Style Yogurt,54,Yogurts & Dairy Drinks,Dairy and eggs
